customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totcharges_to_tenure_ratio
7537-RBWEA,1,0,0,3,25.15,25.15,0,25.15
4656-CAURT,69,1,3,0,23.95,1713.1,0,24.82753623
0121-SNYRK,50,0,2,3,35.4,1748.9,0,34.978
1768-ZAIFU,1,0,0,2,25.2,25.2,1,25.2
4671-LXRDQ,2,1,0,3,45,96.45,1,48.225
3733-LSYCE,15,1,0,0,75.35,1114.55,0,74.30333333
6265-FRMTQ,31,1,3,0,20.4,609.1,0,19.6483871
1934-SJVJK,1,1,0,3,20.15,20.15,1,20.15
3838-OZURD,66,1,0,1,105,7133.25,1,108.0795455
9269-CQOOL,3,1,0,1,54.7,169.45,1,56.48333333
2017-CCBLH,8,1,3,3,20,141.6,0,17.7
7690-KPNCU,64,1,2,1,73.05,4688.65,0,73.26015625
0536-BGFMZ,28,1,0,3,20.5,563.05,0,20.10892857
2293-IJWPS,57,1,2,1,100.75,5985,0,105
2845-HSJCY,14,1,0,2,87.25,1258.6,1,89.9
5469-NUJUR,19,1,3,3,19.95,373.5,0,19.65789474
1184-PJVDB,10,1,0,2,79.95,857.2,1,85.72
2625-TRCZQ,51,0,0,2,49.65,2553.35,0,50.06568627
4102-HLENU,67,1,3,3,65.65,4322.85,0,64.52014925
7266-GSSJX,11,1,0,2,20.45,250.8,0,22.8
7722-VJRQD,72,0,3,0,60.95,4549.05,0,63.18125
7073-QETQY,66,1,2,2,20.35,1359.5,0,20.59848485
9415-DPEWS,18,1,0,2,88.35,1639.3,1,91.07222222
5624-RYAMH,9,1,0,2,19.5,178.85,0,19.87222222
0196-JTUQI,9,1,0,1,75.2,633.85,0,70.42777778
7130-YXBRO,48,1,0,0,111.45,5315.1,0,110.73125
9272-LSVYH,10,1,0,3,70.15,735.5,0,73.55
7943-RQCHR,9,1,0,2,94.75,889.9,1,98.87777778
3793-MMFUH,13,1,0,2,95.05,1290,1,99.23076923
3249-ZPQRG,4,1,0,2,78.45,330.05,1,82.5125
2568-BRGYX,4,1,0,2,70.2,237.95,1,59.4875
3084-DOWLE,72,1,3,0,92,6474.4,0,89.92222222
1084-MNSMJ,51,1,3,1,85.5,4421.95,0,86.70490196
7721-JXEAW,59,0,0,0,41.05,2452.7,1,41.57118644
7249-WBIYX,10,1,0,2,85.6,813.85,1,81.385
4238-HFHSN,61,1,0,2,82.15,4904.85,0,80.40737705
6250-CGGUN,54,1,2,2,84.4,4484.05,0,83.03796296
5478-JJVZK,33,1,0,3,60.9,2033.85,0,61.63181818
7596-IIWYC,27,1,3,0,20.25,538.2,0,19.93333333
6567-HOOPW,1,1,0,2,79.2,79.2,1,79.2
9793-WECQC,23,1,0,3,95.3,2192.9,0,95.34347826
4291-HPAXL,1,1,0,3,19.85,19.85,0,19.85
8999-YPYBV,45,1,3,3,84.35,3858.05,0,85.73444444
1839-FBNFR,39,1,3,0,19.85,854.8,0,21.91794872
3164-AALRN,5,1,2,3,70,347.4,1,69.48
3071-MVJCD,72,1,3,0,82.3,5815.15,0,80.76597222
1697-BCSHV,58,1,0,0,66.8,3970.4,0,68.45517241
0562-KBDVM,70,0,3,0,44.6,3058.15,0,43.68785714
1131-SUEKT,61,1,2,0,98.45,6145.2,0,100.7409836
3717-OEAUQ,2,1,0,3,70.7,129.2,0,64.6
4538-WNTMJ,46,1,2,3,24.95,1165.9,0,25.34565217
3334-CTHOL,1,1,0,0,49.95,49.95,1,49.95
4704-ERYFC,22,1,0,2,69.25,1554,1,70.63636364
9432-RUVSL,48,1,3,1,102.5,4904.25,0,102.171875
8060-HIWJJ,64,1,3,1,86.55,5632.55,0,88.00859375
7684-XSZIY,72,1,3,0,24.3,1643.25,0,22.82291667
9089-UOWJG,12,1,0,1,58.35,740.55,0,61.7125
8621-MNIHH,34,1,0,2,94.25,3217.55,1,94.63382353
8039-ACLPL,72,1,3,1,68.75,4888.2,0,67.89166667
9885-AIBVB,29,1,0,2,85.8,2440.25,0,84.14655172
1934-MKPXS,33,1,2,1,20.1,620.55,0,18.80454545
2592-YKDIF,1,1,0,3,20.35,20.35,0,20.35
2272-JKMSI,62,1,2,2,110.8,6840.95,0,110.3379032
0471-LVHGK,41,1,2,2,73,3001.2,1,73.2
9518-RWHZL,64,1,2,1,100.05,6254.2,1,97.721875
8714-CTZJW,4,1,0,1,82.85,319.6,0,79.9
3569-EDBPQ,24,1,0,2,84.35,1938.05,0,80.75208333
3131-NWVFJ,14,1,2,3,19.55,294.5,0,21.03571429
7521-YXVZY,3,1,0,3,19.95,58.3,0,19.43333333
5419-CONWX,4,1,0,1,99.8,442.85,1,110.7125
6240-EURKS,18,0,0,2,35,553,1,30.72222222
2373-NTKOD,8,1,0,2,66.25,546.45,0,68.30625
1970-KKFWL,35,1,3,0,23.3,797.1,0,22.77428571
6960-HVYXR,1,1,0,2,76,76,1,76
9337-SRRNI,66,1,3,1,25.3,1673.8,0,25.36060606
0895-UADGO,8,0,3,3,44.55,343.45,0,42.93125
5678-VFNEQ,71,1,2,1,104.1,7412.25,0,104.3978873
5977-CKHON,43,1,0,0,92.55,4039,0,93.93023256
7024-OHCCK,2,1,0,2,93.85,170.85,1,85.425
2692-BUCFV,29,1,0,0,101.45,2948.6,0,101.6758621
7861-UVUFT,15,1,0,2,84.3,1308.4,1,87.22666667
1830-GGFNM,65,1,3,1,94.55,6078.75,0,93.51923077
5302-BDJNT,35,1,0,2,95.5,3418.2,0,97.66285714
5223-UZAVK,64,1,2,1,100.3,6603.8,0,103.184375
4859-ZSRDZ,58,0,3,1,55.5,3166.9,0,54.60172414
5651-WYIPH,18,1,0,1,49.85,865.75,0,48.09722222
9350-VLHMB,67,1,0,0,89.55,6373.1,0,95.12089552
3498-LZGQZ,63,1,3,3,19.15,1177.05,0,18.68333333
8785-CJSHH,60,1,0,2,99.8,5985.75,0,99.7625
5357-TZHPP,9,1,0,1,84.4,732.5,1,81.38888889
3870-SPZSI,70,1,3,1,113.05,7869.05,0,112.415
0680-DFNNY,15,1,0,2,101.1,1504.05,1,100.27
7560-QRBXH,48,1,2,3,19.95,936.7,0,19.51458333
7077-XJMET,12,1,0,2,74.15,741.4,0,61.78333333
8752-GHJFU,71,1,2,2,92,6585.2,0,92.74929577
6896-SRVYQ,44,1,0,2,73.85,3122.4,0,70.96363636
7767-UXAGJ,1,1,0,2,50.45,50.45,1,50.45
4652-ODEVH,45,1,3,3,24.45,1088.25,0,24.18333333
6510-UPNKS,23,1,2,1,24.8,615.35,0,26.75434783
6718-BDGHG,43,1,2,0,64.85,2908.2,0,67.63255814
9046-DQMTP,35,1,0,0,20.75,739.9,0,21.14
6439-LAJXL,9,1,0,3,68.95,593.85,0,65.98333333
1571-SAVHK,12,1,0,3,99.95,1132.75,1,94.39583333
9052-VKDUW,65,1,0,1,109.4,7227.45,0,111.1915385
9546-CQJSU,2,1,0,2,91.4,193.6,1,96.8
1666-JZPZT,27,1,0,3,49,1291.35,0,47.82777778
5777-KJIRB,40,1,2,3,50.25,2023.55,0,50.58875
0506-LVNGN,5,1,0,1,75.55,349.65,1,69.93
7677-SJJJK,8,1,2,1,19.9,153.95,0,19.24375
2480-EJWYP,58,1,2,0,97.8,5458.8,0,94.11724138
3253-HKOKL,52,1,2,2,100.3,5244.45,0,100.8548077
7055-HNEOJ,3,1,0,3,55.8,154.55,0,51.51666667
5514-YQENT,41,1,3,2,111.15,4507.15,0,109.9304878
3211-AAPKX,20,1,0,3,98.55,2031.95,0,101.5975
8445-DNBAE,1,1,0,2,50.05,50.05,0,50.05
2951-QOQTK,4,1,0,1,80.8,332.45,1,83.1125
2958-NHPPS,23,1,0,2,20.85,473.9,0,20.60434783
6806-YDEUL,6,1,0,0,19.5,106.8,0,17.8
1735-XMJVH,8,1,0,3,19.35,152.6,0,19.075
6890-PFRQX,18,1,0,3,69.5,1199.4,0,66.63333333
0222-CNVPT,52,0,0,1,48.8,2555.05,0,49.13557692
5899-OUVKV,31,1,0,2,94.5,2979.2,0,96.10322581
8681-ICONS,29,1,0,3,20.65,654.85,0,22.58103448
1621-YNCJH,36,1,3,1,106.05,3834.4,0,106.5111111
3473-XIIIT,16,1,0,2,100,1534.75,1,95.921875
6362-QHAFM,42,1,2,2,108.3,4586.15,0,109.1940476
7893-IXHRQ,1,1,0,2,20.55,20.55,1,20.55
3070-BDOQC,60,1,3,2,99.65,5941.05,0,99.0175
2952-QAYZF,5,1,0,2,85.3,424.15,1,84.83
6234-PFPXL,22,1,0,1,95.9,2234.95,0,101.5886364
9824-QCJPK,36,1,2,3,20,666.75,0,18.52083333
4763-PGDPO,4,1,0,2,70.4,281,1,70.25
4283-IVYCI,9,1,0,3,64.95,547.8,0,60.86666667
1866-OBPNR,1,1,0,1,74.6,74.6,0,74.6
8205-MQUGY,12,1,0,2,49.2,571.15,0,47.59583333
8970-ANWXO,23,1,2,3,73.75,1756.6,0,76.37391304
9480-BQJEI,62,1,2,0,92.3,5731.45,0,92.44274194
5394-SVGJV,37,1,0,0,98.8,3475.55,1,93.93378378
6979-TNDEU,8,1,0,3,19.2,156.85,0,19.60625
9777-WJJPR,31,1,0,1,88.65,2683.2,0,86.55483871
9283-LZQOH,13,1,0,1,74.4,896.75,1,68.98076923
7079-QRCBC,24,1,0,2,98.75,2407.3,1,100.3041667
9495-SKLKD,45,1,0,0,95.95,4456.65,0,99.03666667
6048-UWKAL,69,1,3,1,105.4,6998.95,0,101.434058
5067-DGXLL,2,1,0,3,20.25,36.8,0,18.4
5469-CTCWN,61,1,2,2,106,6547.7,1,107.3393443
9851-QXEEQ,41,1,0,2,104.7,4346.4,1,106.0097561
6281-FKEWS,44,0,2,2,49.05,2265,0,51.47727273
8898-KASCD,39,0,2,3,35.55,1309.15,0,33.56794872
9242-TKFSV,72,0,3,1,65.1,4754.3,0,66.03194444
9290-SHCMB,13,1,0,2,96.85,1235.55,0,95.04230769
0743-HNPFG,51,1,2,1,69.75,3562.5,0,69.85294118
2277-BKJKN,71,1,3,2,99.2,7213.75,0,101.6021127
9809-IMGCQ,22,1,0,2,96.7,2082.95,1,94.67954545
5208-HFSBT,2,1,0,1,55.05,102.75,1,51.375
5035-PGZXH,56,1,2,2,106.8,5914.4,0,105.6142857
8695-WDYEA,1,1,0,3,51.25,51.25,0,51.25
6543-JXSOO,23,1,2,3,57.75,1282.85,0,55.77608696
8016-ZMGMO,66,1,2,0,70.85,4738.85,0,71.80075758
8605-ITULD,1,1,0,3,19.55,19.55,0,19.55
3254-YRILK,19,1,0,2,88.2,1775.8,1,93.46315789
6416-YJTTB,11,1,0,0,79.5,795.65,0,72.33181818
2667-WYLWJ,8,1,2,3,19.75,145,1,18.125
4472-VESGY,52,1,0,0,98.15,4993.4,0,96.02692308
3195-TQDZX,3,1,0,2,20.25,61.45,0,20.48333333
3128-YOVTD,51,1,0,0,79.15,4018.55,0,78.79509804
0529-ONKER,15,1,0,2,75.65,1146.65,1,76.44333333
1728-CXQBE,64,1,0,2,94.25,6081.4,0,95.021875
7041-TXQJH,37,0,0,1,40.2,1478.85,0,39.96891892
5014-GSOUQ,13,1,3,3,19.95,243.65,0,18.74230769
5724-BIDBU,49,1,2,2,55.35,2633.95,0,53.75408163
0481-SUMCB,45,1,2,0,102.15,4735.35,0,105.23
1769-GRUIK,18,1,0,2,71.1,1247.75,0,69.31944444
5240-IJOQT,1,1,0,2,74.7,74.7,1,74.7
8819-WFGGJ,68,0,3,0,54.1,3794.5,0,55.80147059
7427-AUFPY,54,1,3,1,19.65,1008.7,0,18.67962963
2811-POVEX,23,1,0,0,88.45,2130.55,0,92.6326087
1092-GANHU,17,1,0,2,76.65,1313.55,1,77.26764706
7898-PDWQE,71,1,3,1,80.4,5727.15,0,80.66408451
9972-EWRJS,67,1,3,0,19.25,1372.9,0,20.49104478
9314-IJWSQ,14,1,0,2,84.8,1203.9,0,85.99285714
0661-XEYAN,1,0,0,3,25.8,25.8,1,25.8
5799-JRCZO,63,1,3,1,19.5,1215.1,0,19.28730159
1921-KYSAY,41,1,2,2,68.6,2877.05,0,70.17195122
6198-RTPMF,17,1,0,2,92.6,1579.7,0,92.92352941
2924-KHUVI,56,1,2,2,100.55,5514.95,0,98.48125
1925-GMVBW,5,1,0,1,20.55,96.1,0,19.22
7881-EVUAD,2,0,0,2,42.6,72.4,1,36.2
6184-DYUOB,3,1,0,3,19.6,55.25,0,18.41666667
9207-ZPANB,37,1,2,2,67.45,2443.3,0,66.03513514
5766-XQXMQ,29,1,0,0,68.85,1970.5,1,67.94827586
9327-QSDED,8,1,0,3,43.55,335.4,0,41.925
1656-DRSMG,63,1,0,1,109.85,7002.95,0,111.1579365
3012-VFFMN,7,1,0,3,20.65,158.95,0,22.70714286
2984-AFWNC,3,1,0,2,95.4,293.15,0,97.71666667
0640-YJTPY,72,1,3,0,21,1493.75,0,20.74652778
8096-LOIST,19,1,0,2,56.2,1093.4,0,57.54736842
9764-REAFF,59,1,3,0,18.4,1057.85,0,17.92966102
3703-VAVCL,2,1,0,1,90,190.05,1,95.025
7107-UBYKY,35,1,0,2,25.75,882.55,0,25.21571429
4881-GQJTW,14,1,0,1,19.6,300.4,0,21.45714286
8519-QJGJD,14,1,0,2,75.35,1025.95,1,73.28214286
7876-DNYAP,69,1,3,1,19.8,1436.95,0,20.82536232
7905-NJMXS,7,1,0,2,64.2,475,0,67.85714286
2882-WDTBA,69,1,3,0,75.75,5388.15,0,78.08913043
2091-GPPIQ,72,1,3,2,78.95,5730.15,0,79.58541667
6326-MTTXK,8,1,0,2,100.85,819.55,1,102.44375
5071-FBJFS,4,1,0,2,50.3,217.1,0,54.275
2796-UUZZO,63,1,0,1,80.3,4896.35,0,77.71984127
2429-AYKKO,72,1,3,0,19.85,1434.1,0,19.91805556
9798-OPFEM,46,1,3,2,21.1,937.1,0,20.37173913
0330-IVZHA,5,1,0,2,69.95,330.15,1,66.03
3794-NFNCH,30,1,0,3,50,1474.9,0,49.16333333
5193-QLVZB,63,1,3,0,104.75,6536.5,0,103.7539683
7114-AEOZE,60,1,3,0,19.85,1128.1,0,18.80166667
2886-KEFUM,63,1,2,2,107.5,6873.75,1,109.1071429
5522-NYKPB,25,1,0,2,85.9,2199.05,0,87.962
4237-RLAQD,1,1,0,3,45.85,45.85,1,45.85
9957-YODKZ,6,1,0,2,80.8,457.1,0,76.18333333
6518-KZXCB,22,1,3,3,25.25,566.5,0,25.75
2245-ADZFJ,31,1,3,0,80.55,2471.6,0,79.72903226
7776-QGYJC,39,1,0,0,81.5,3107.3,0,79.67435897
9313-QOLTZ,26,1,0,3,20.9,518.3,0,19.93461538
9651-GTSAQ,53,1,2,0,106.1,5769.75,1,108.8632075
3186-BAXNB,1,1,0,2,91.7,91.7,1,91.7
4672-FOTSD,12,1,0,2,67.25,832.3,0,69.35833333
0637-YLETY,16,1,0,1,95.6,1555.65,1,97.228125
9818-XQCUV,2,1,0,3,20.35,45.3,0,22.65
7338-ERIVA,39,0,2,0,45.05,1790.6,0,45.91282051
1157-BQCUW,1,1,0,2,74.95,74.95,1,74.95
8259-NFJTV,7,0,0,3,34.65,246.6,0,35.22857143
3223-DWFIO,4,1,0,2,69.35,261.65,0,65.4125
2660-EMUBI,10,1,0,2,95.35,898.35,1,89.835
6968-GMKPR,55,1,0,2,81.55,4509.5,0,81.99090909
4751-ERMAN,72,1,3,0,75.4,5480.25,0,76.11458333
1436-ZMJAN,10,1,0,1,67.8,653.15,0,65.315
3292-PBZEJ,11,1,0,2,111.4,1183.05,0,107.55
0799-DDIHE,15,1,0,2,46.3,639.45,0,42.63
3070-FNFZQ,23,1,3,0,20.4,478.75,0,20.81521739
2812-SFXMJ,1,1,0,3,20.05,20.05,0,20.05
7675-OZCZG,3,1,0,2,45,127.1,1,42.36666667
5014-WUQMG,47,1,2,2,96.1,4391.45,0,93.43510638
5312-TSZVC,15,1,2,3,19.65,270.6,0,18.04
2003-CKLOR,66,1,0,2,99.5,6710.5,1,101.6742424
0993-OSGPT,68,1,2,0,60.65,3975.9,0,58.46911765
9254-RBFON,17,1,2,0,98.6,1704.95,1,100.2911765
1205-WNWPJ,7,1,0,3,59.5,415.95,1,59.42142857
9391-EOYLI,12,1,0,2,80.45,950.2,1,79.18333333
7108-DGVUU,21,1,2,0,71.7,1497.05,0,71.28809524
2782-JEEBU,21,0,0,3,36,780.15,0,37.15
5127-BZENZ,56,1,2,0,65.2,3512.15,0,62.71696429
2720-FVBQP,6,1,0,1,48.95,273.25,0,45.54166667
9906-NHHVC,65,0,3,0,53.5,3517.9,0,54.12153846
4522-XRWWI,42,1,2,1,80.45,3375.9,0,80.37857143
3766-EJLFL,68,1,3,0,109.05,7508.55,0,110.4198529
5939-SXWHM,48,1,3,0,26.3,1245.05,0,25.93854167
8152-UOBNY,50,1,2,2,106.8,5347.95,0,106.959
7351-KYHQH,7,1,0,2,64.95,493.65,0,70.52142857
7643-RCHXS,63,1,3,2,19.35,1263.85,0,20.06111111
8246-SHFGA,17,1,0,1,21.1,385.55,0,22.67941176
8387-MOJJT,42,1,0,1,77.95,3384,1,80.57142857
0620-XEFWH,4,1,0,3,18.85,84.2,0,21.05
6485-QXWWE,62,1,3,0,26,1638.7,0,26.43064516
2761-OCIAX,2,1,0,2,74.7,165.4,1,82.7
7321-VGNKU,2,1,0,2,70.35,120.25,0,60.125
5327-CNLUQ,48,1,3,0,96.9,4473.45,0,93.196875
7552-KEYGT,27,1,3,0,19.55,520.55,0,19.27962963
5816-JMLGY,70,1,3,0,80.4,5717.85,0,81.68357143
3068-OMWZA,1,1,0,2,88.8,88.8,1,88.8
2927-QRRQV,46,1,2,2,94.65,4312.5,0,93.75
6032-KRXXO,30,1,0,2,90.25,2755.35,1,91.845
7459-RRWQZ,15,1,0,0,64.65,994.55,1,66.30333333
6265-SXWBU,69,1,2,1,95.75,6511.25,0,94.36594203
7941-RCJOW,65,1,3,1,19.55,1218.65,0,18.74846154
6374-NTQLP,72,1,3,1,104.1,7447.7,0,103.4402778
4154-AQUGT,13,1,0,0,89.05,1169.35,1,89.95
2387-KDZQY,17,1,2,3,20.1,279.5,0,16.44117647
3584-WKTTW,51,1,2,2,111.55,5720.35,0,112.1637255
3399-BMLVW,51,1,3,1,60.5,3121.45,0,61.20490196
1971-DTCZB,72,1,3,0,90.95,6468.6,0,89.84166667
3092-IGHWF,67,1,2,2,87.4,5918.8,1,88.34029851
3374-PZLXD,34,1,0,3,19.7,675.6,0,19.87058824
3813-DHBBB,67,0,3,0,50.95,3521.7,0,52.56268657
2812-REYAT,49,1,2,0,20.05,923.1,0,18.83877551
6518-PPLMZ,53,1,3,3,19.4,1110.35,0,20.95
4939-KYYPY,27,1,0,2,59.45,1611.65,0,59.69074074
8017-LXHFA,23,1,0,2,94.75,2293.6,1,99.72173913
5930-GBIWP,69,1,3,1,81.5,5553.25,0,80.48188406
6022-KOUQO,2,0,0,0,29.05,44.75,0,22.375
6352-TWCAU,35,1,0,2,86.45,3029.1,1,86.54571429
2361-UPSND,46,1,2,3,70.6,3231.05,0,70.24021739
6035-RIIOM,54,1,3,0,97.2,5129.45,0,94.98981481
2929-QNSRW,56,1,2,2,98.25,5508.35,1,98.36339286
1262-OPMFY,9,1,0,0,75.75,655.9,1,72.87777778
9504-DSHWM,20,1,0,0,59.2,1191.2,0,59.56
5035-BVCXS,11,1,0,3,75.9,866.4,0,78.76363636
6267-DCFFZ,30,1,0,2,90.05,2627.2,0,87.57333333
3533-UVMOM,68,1,3,0,70.95,4741.45,0,69.72720588
2439-LYPMQ,38,1,0,2,102.6,4009.2,0,105.5052632
4248-QPAVC,17,1,0,0,85.35,1463.45,1,86.08529412
1899-VXWXM,48,1,2,1,106.1,5082.8,1,105.8916667
1478-VPOAD,1,1,0,2,43.8,43.8,0,43.8
9995-HOTOH,63,0,3,2,59,3707.6,0,58.85079365
2988-PLAHS,3,1,2,2,69.95,220.45,0,73.48333333
1371-OJCEK,48,1,2,0,24.35,1133.7,0,23.61875
4999-IEZLT,66,0,2,1,29.45,1983.15,0,30.04772727
8883-ANODQ,68,1,3,1,84.4,5746.75,0,84.51102941
4690-LLKUA,17,1,0,2,45.05,770.6,1,45.32941176
2351-RRBUE,7,1,2,3,20.65,134.05,0,19.15
5980-BDHPY,72,1,3,0,87.1,6230.1,0,86.52916667
1498-DQNRX,29,1,0,3,19.85,573.05,0,19.76034483
9469-WEJBT,37,1,0,2,90.35,3419.3,0,92.41351351
3331-HQDTW,34,1,0,3,109.8,3587.25,1,105.5073529
9490-DFPMD,42,1,0,2,84.65,3541.35,1,84.31785714
2581-VKIRT,59,1,2,3,65.5,3801.3,0,64.42881356
5442-XSDCW,11,1,0,0,79.5,868.5,1,78.95454545
7426-WEIJX,60,1,0,2,80.95,4859.1,0,80.985
2851-MMUTZ,27,1,0,3,56.15,1439.35,0,53.30925926
3049-NDXFL,1,1,0,3,85.8,85.8,1,85.8
8580-AECUZ,1,1,0,2,79.1,79.1,1,79.1
3307-TLCUD,17,0,0,3,34.4,592.75,0,34.86764706
6625-FLENO,58,1,3,3,20.75,1185.95,0,20.44741379
2967-MXRAV,1,1,2,3,18.8,18.8,0,18.8
7963-GQRMY,3,1,0,3,44.3,134.5,1,44.83333333
8189-HBVRW,53,1,0,2,90.8,4921.2,0,92.85283019
4163-KIUHY,35,1,0,2,25.6,901.25,0,25.75
1228-FZFRV,50,1,0,1,105.95,5341.8,1,106.836
3500-NSDOA,68,1,3,1,70.8,4859.95,0,71.46985294
1171-TYKUR,47,1,0,2,25.4,1139.2,0,24.23829787
3761-FLYZI,65,1,0,0,108.8,7082.45,0,108.9607692
2058-DCJBE,5,1,0,2,69.75,324.6,1,64.92
5364-XYIRR,51,1,0,2,94.65,4812.75,1,94.36764706
4829-AUOAX,46,1,0,0,96.05,4399.5,1,95.64130435
1219-NNDDO,9,1,0,2,76.85,663.55,0,73.72777778
8388-DMKAE,8,1,3,3,20.25,174.65,0,21.83125
4403-BWPAY,14,1,2,1,24.8,321.7,0,22.97857143
9659-QEQSY,45,1,0,2,115.65,5125.5,0,113.9
5405-ZMYXQ,8,1,0,1,74.6,548.9,0,68.6125
5047-LHVLY,1,1,0,3,50.15,50.15,1,50.15
1442-OKRJE,66,1,2,0,103.15,7031.3,0,106.5348485
4737-AQCPU,72,1,3,1,72.1,5016.65,0,69.67569444
9158-VCTQB,41,1,0,0,113.6,4594.95,1,112.0719512
2808-CHTDM,23,1,3,3,25.1,611.45,0,26.58478261
6311-UEUME,29,1,0,2,78.9,2384.15,1,82.21206897
0793-TWELN,4,1,0,2,80.15,319.85,0,79.9625
3283-WCWXT,6,1,3,3,25.4,153.3,0,25.55
1060-ENTOF,67,1,2,1,105.4,7035.6,0,105.0089552
0999-QXNSA,7,1,0,3,45.75,344.2,0,49.17142857
5451-MHQOF,56,1,2,3,24.45,1431.65,0,25.56517857
4836-WNFNO,72,1,3,1,25,1849.2,0,25.68333333
9225-BZLNZ,72,1,3,2,85.25,6083.1,0,84.4875
0354-VXMJC,23,1,3,1,19.6,426.65,0,18.55
4422-QVIJA,35,1,0,3,50.15,1655.35,0,47.29571429
9365-SRSZE,27,1,0,2,70.55,1943.9,0,71.9962963
6839-ITVZJ,26,1,0,2,60.05,1616.15,1,62.15961538
8332-OSJDW,12,1,2,3,26.4,314.95,0,26.24583333
4735-BJKOU,40,1,3,3,20.15,804.85,0,20.12125
0274-JKUJR,7,0,0,3,58.85,465.7,0,66.52857143
5740-YHGTW,70,1,0,1,97.55,6669.05,0,95.27214286
8917-SZTTJ,60,1,3,1,19.65,1161.75,0,19.3625
1696-MZVAU,39,0,2,1,25.25,947.75,0,24.30128205
7359-WWYJV,72,1,3,1,114.45,8375.05,0,116.3201389
0375-HVGXO,1,0,0,2,34.7,34.7,1,34.7
4906-ZHGPK,54,1,2,2,70.7,3770,0,69.81481481
8593-WHYHV,3,1,0,2,85.3,264.8,1,88.26666667
3795-GWTRD,63,1,3,1,75.55,4707.85,0,74.72777778
1298-PHBTI,71,1,3,2,84.8,6152.4,0,86.65352113
6223-DHJGV,42,1,2,3,20.65,958.1,0,22.81190476
6961-MJKBO,47,1,3,0,20.45,943,0,20.06382979
6097-EQISJ,66,1,2,1,102.45,6615.15,1,100.2295455
4423-YLHDV,21,1,0,0,104.4,2200.25,1,104.7738095
8158-WPEZG,11,0,0,2,35.65,425.1,0,38.64545455
0107-YHINA,1,1,0,2,99.75,99.75,1,99.75
4918-FYJNT,55,1,0,2,90.45,5044.8,0,91.72363636
0727-BNRLG,69,1,3,1,97.65,6743.55,0,97.7326087
4854-CIDCF,3,1,0,2,73.85,196.4,0,65.46666667
8640-SDGKB,4,1,0,2,74.4,299.7,1,74.925
3280-MRDOF,30,1,3,1,69.1,2093.9,0,69.79666667
6435-SRWBJ,5,1,0,2,82.75,417.75,0,83.55
9964-WBQDJ,71,1,3,1,24.4,1725.4,0,24.30140845
6303-KFWSL,29,1,2,2,55.25,1620.2,0,55.86896552
1702-CCFNJ,52,1,0,0,61.35,3169.55,0,60.95288462
8932-CZHRQ,68,1,2,1,76.75,5233.25,0,76.95955882
0386-CWRGM,46,1,3,3,19.4,967.85,0,21.04021739
5515-RUGKN,8,1,0,1,54.75,438.05,0,54.75625
0404-AHASP,72,1,3,1,19.7,1421.9,0,19.74861111
7279-NMVJC,17,1,2,0,19.9,323.15,0,19.00882353
2081-VEYEH,3,1,0,2,107.95,318.6,0,106.2
6407-UTSLV,2,1,0,0,83.8,163.7,0,81.85
4116-TZAQJ,9,1,0,1,74.25,639.65,1,71.07222222
9060-HJJRW,51,0,2,1,56.4,2928.5,0,57.42156863
2587-YNLES,6,1,3,3,20.1,100.35,0,16.725
7398-SKNQZ,3,1,0,2,94.9,273.2,0,91.06666667
5935-FCCNB,17,1,0,2,94.2,1608.15,0,94.59705882
1958-RNRKS,30,1,0,2,49.9,1441.95,0,48.065
5136-RGMZO,31,1,0,2,71.05,2168.15,0,69.94032258
8345-MVDYC,45,1,3,0,81.65,3618.7,0,80.41555556
8226-BXGES,64,1,2,0,89.45,5692.65,0,88.94765625
3877-JRJIP,1,1,0,2,59.85,59.85,1,59.85
8375-DKEBR,1,1,0,2,69.6,69.6,1,69.6
9705-IOVQQ,61,1,2,2,99,5969.3,0,97.85737705
1015-OWJKI,1,1,0,3,19.05,19.05,0,19.05
7511-YMXVQ,9,0,0,2,45.4,418.8,1,46.53333333
2040-XBAVJ,72,1,3,0,114.45,8100.55,0,112.5076389
7551-JOHTI,1,1,0,3,19.5,19.5,1,19.5
8887-IPQNC,7,1,0,3,44.25,313.45,0,44.77857143
8646-JCOMS,66,1,2,0,90.55,6130.95,0,92.89318182
9804-ICWBG,1,1,0,2,69.9,69.9,1,69.9
1222-KJNZD,40,1,0,0,20.4,745.3,0,18.6325
0106-GHRQR,16,1,0,0,71.4,1212.1,0,75.75625
5318-IXUZF,2,1,0,0,87.15,183.75,1,91.875
3768-VHXQO,67,1,3,1,24.85,1583.5,0,23.63432836
8952-WCVCD,41,1,2,0,104.45,4162.05,0,101.5134146
2418-TPEUN,56,1,3,1,19.8,1119.9,0,19.99821429
3963-RYFNS,72,1,3,0,116.45,8013.55,0,111.2993056
3198-VELRD,3,1,0,0,84.75,264.85,1,88.28333333
8540-ZQGEA,54,1,3,1,20.05,1102.4,0,20.41481481
1320-REHCS,52,1,0,2,110.75,5832,0,112.1538462
4137-JOPHL,50,1,3,0,89.7,4304.5,0,86.09
9436-ZBZCT,14,1,0,2,89.95,1178.4,1,84.17142857
7801-CEDNV,27,1,2,1,48.7,1421.75,0,52.65740741
2057-BOYKM,72,1,3,0,96.6,6827.5,0,94.82638889
3658-QQJYD,62,1,2,1,74.3,4698.05,0,75.775
